feature_id	SRR39669458	SRR39669459	SRR39669468	SRR39669469	SRR39669470	SRR39669471	SRR39669472	SRR39669473	SRR39669474	SRR39669475	SRR39669460	SRR39669461	SRR39669462	SRR39669463	SRR39669464	SRR39669465	SRR39669466	SRR39669467
SEVIR_5G291200v2	4.174921	4.061605	4.231843	4.302408	3.7354	3.211342	1.096962	1.39693	2.460302	4.884814	5.015937	2.985868	5.649815	4.016113	4.165641	2.26451	1.035042	1.727599
SEVIR_5G291300v2	73.597006	74.905574	68.543491	51.482868	51.2873	47.536889	20.02699	25.599914	29.887844	67.644988	67.693456	69.922987	73.975428	76.345938	71.290941	33.328166	21.970112	30.673024
SEVIR_5G291401v2	9.409788	12.700579	14.296749	9.056305	9.813437	11.730433	7.399409	12.04215	13.613474	11.922867	12.323768	11.057215	12.456812	12.846753	13.081346	11.511956	13.760953	8.511874
SEVIR_5G291500v2	1.015667	1.812498	3.065197	2.449437	2.636346	3.320518	2.539035	3.834949	2.603735	2.099733	1.867578	1.628759	2.805817	3.021051	3.015692	4.466774	2.019318	4.073541
SEVIR_5G291600v2	33.320859	39.20786	45.524076	43.754648	43.970626	45.97662	36.54003	37.056821	36.971812	49.064118	43.256428	36.711978	45.48516	42.756042	43.996122	38.144077	33.381977	27.800637
SEVIR_5G291700v2	12.007861	14.504676	15.193137	25.422294	26.133605	20.481172	23.737175	28.256109	30.1993	17.367555	15.531816	11.599717	17.883733	25.039213	22.851636	25.986291	31.130519	13.650349
SEVIR_5G291800v2	74.605435	90.666789	55.438384	23.282062	18.635799	25.720072	10.897517	17.20961	23.249758	73.246059	68.202	64.878392	54.253001	49.952352	54.657214	18.066514	13.967936	28.453652
SEVIR_5G291900v2	5.305242	9.515121	4.672399	7.267631	6.917966	6.021698	8.747497	13.551668	7.01328	10.633195	11.837377	4.974272	6.395538	5.1596	5.249722	6.886624	9.007664	7.54961
SEVIR_5G292000v2	9.697634	10.460072	10.681719	13.614118	14.787776	16.012397	16.648519	17.207273	21.018958	10.017216	10.022215	6.803721	15.488395	16.278549	14.3211	14.179688	17.828183	11.200011
SEVIR_5G292100v2	2.732622	10.462556	5.940567	1.828248	0.972919	9.569902	12.05096	9.867056	7.319313	5.723519	8.587897	6.587993	4.497641	4.747281	3.572832	4.758216	14.554896	12.836821
SEVIR_5G292200v2	35.232568	21.402904	4.611234	0.705018	0.282165	1.65201	1.329877	1.854243	1.904953	6.056744	7.79367	10.795493	2.334193	1.797282	2.859163	1.860086	0.889951	2.369923
SEVIR_5G292300v2	9.871519	3.802896	16.472543	21.740801	19.162043	15.261483	27.362313	20.441209	21.851206	5.53241	4.796342	12.813738	11.08138	10.651133	11.973513	24.682044	24.268898	35.99465
SEVIR_5G292400v2	0.019263	0.022184	0.033088	0.029355	0.058778	0.026027	0.423761	0.503884	0.212257	0.031652	0.069693	0.09586	0.082896	0.211892	0.110958	0.545475	0.431936	0.062323
SEVIR_5G292466v2	0	0.231453	0.229734	0.426268	1.263043	3.5943	0.611685	1.43887	0.604918	1.08748	0	1.480664	0.751519	0.249548	0.446305	1.889314	1.170814	2.102712
SEVIR_5G292532v2	0	0.112725	0	0	0.097042	0.092197	0.094658	0	0	0	0.099748	0.207878	0	0	0	0	0	0.110855
SEVIR_5G292600v2	126.33426	138.199109	163.843986	181.730989	170.418286	147.689134	150.151053	173.295865	159.683812	135.352582	133.972846	129.879451	129.384657	135.267477	138.247464	167.16867	178.86644	104.448132
SEVIR_5G292700v2	0.420351	1.201626	0.129704	0.813437	0.659736	2.158145	0.729328	0.391056	1.185441	0.778222	0.500459	0.824967	1.590915	1.681791	1.179385	0.887806	0.593936	0.739267
SEVIR_5G292750v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_5G292800v2	25.814339	24.728914	28.12988	28.643882	31.209612	21.441565	13.105508	23.92105	25.246193	29.798196	30.223637	22.774215	23.477121	26.887711	21.694956	19.3488	20.100605	13.389821
SEVIR_5G292900v2	25.79648	24.156853	24.817254	14.469504	14.372444	18.132172	8.879328	10.660237	11.243554	24.581896	22.217432	22.041518	21.655828	20.905115	21.868418	10.616886	12.366114	8.907495
SEVIR_5G293000v2	19.275555	19.229479	24.512046	30.663177	30.2063	25.482511	12.374327	19.25186	18.95626	21.579157	18.987093	18.65733	25.919694	26.249637	25.780295	17.82228	19.691942	13.408127
SEVIR_5G293050v2	0.241932	0.078145	0	0.132223	0.398876	0.385696	0.575596	0	0.254904	0.472457	0.410757	0.217018	0.490037	0.219455	0.290158	0.536493	0.863742	0.427268
SEVIR_5G293100v2	153.008263	120.042509	144.508858	188.922321	192.774465	144.228536	35.091766	55.487806	58.322536	144.457382	160.209446	135.791042	140.030947	152.121847	150.109694	59.152676	59.119999	39.323418
SEVIR_5G293200v2	88.935082	56.052633	146.365856	128.34461	128.993686	122.043125	150.632612	138.769408	115.891621	66.91405	62.705486	64.34212	110.265442	116.160891	117.088909	163.323055	160.866671	85.928219
SEVIR_5G293300v2	4.519909	4.620854	3.84902	1.66936	1.269537	3.403091	1.393168	1.644956	3.370803	3.45697	4.639119	3.208961	5.014481	5.483127	4.798504	2.761198	1.162407	2.545116
SEVIR_5G293400v2	15.419519	17.825543	23.02334	23.22812	24.403791	19.296218	16.313827	24.464263	21.586237	19.560705	17.551321	13.502403	17.783569	17.453104	17.66867	21.476073	24.327724	10.364463
SEVIR_5G293500v2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_5G293600v2	0	0	0	0.067293	0.066346	0	0	0	0	0	0	0	0.079217	0	0	0	0	0
SEVIR_5G293700v2	0.142677	0.52439	0.234843	0.265875	0.333844	0.342527	0.079692	0	0.027635	0.306485	0.271756	0.408425	0.43729	0.48107	0.726563	0.086977	0.067446	0
SEVIR_5G293800v2	0.020022	0	0.025019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEVIR_5G293900v2	0.20162	1.095399	1.068136	0.90522	0.905491	0.184393	0	0.460602	0.578231	0.325058	0.539992	1.053772	0.248691	0.3541	0.115498	0.655334	2.322189	2.432799
SEVIR_5G294000v2	30.064732	27.990636	30.209351	25.744531	27.862845	22.860702	7.065832	12.032483	12.505402	30.799402	29.740688	29.643011	25.686872	25.834737	25.625994	12.971444	12.546685	8.896786
SEVIR_5G294100v2	29.520873	26.870412	28.624801	32.888778	37.753788	31.405343	12.410391	19.728064	26.051265	24.666308	28.514038	17.594522	27.466988	35.088443	32.262321	18.651411	25.897596	11.333464
SEVIR_5G294200v2	79.635292	68.541052	64.437728	49.738596	47.384778	49.790666	31.154411	47.028557	65.158208	77.477326	75.975603	64.100741	68.297908	67.042386	65.039278	45.364702	40.112679	41.623379
SEVIR_5G294300v2	0.802472	2.310118	2.219048	0.750934	0.391244	0.770279	0.429581	0.693965	0.279543	1.60165	2.326292	1.851358	0.957709	0.497482	0.831701	0.338419	0.315866	1.429409
